sample	accession	title	internal_id	cell_type	source	patient	day	replicate	bio_id
ICHbatch8_B05	GSM4975843	CD14+ monos/macs from hematoma of ICH patient number 2457 on day 3 of study - replicate 1	ICHbatch8_B05	Monocyte	Hematoma	2457	3	1	Monocyte|Hematoma|2457|3
ICHbatch8_A12	GSM4975842	CD14+ monos/macs from blood of ICH patient number 2457 on day 3 of study - replicate 1	ICHbatch8_A12	Monocyte	ICHBlood	2457	3	1	Monocyte|ICHBlood|2457|3
ICHbatch8_B10	GSM4975864	CD14+ monos/macs from blood of ICH patient number 2331 on day 3 of study - replicate 1	ICHbatch8_B10	Monocyte	ICHBlood	2331	3	1	Monocyte|ICHBlood|2331|3
ICHbatch8_A10	GSM4975840	CD14+ monos/macs from blood of ICH patient number 2457 on day 1 of study - replicate 1	ICHbatch8_A10	Monocyte	ICHBlood	2457	1	1	Monocyte|ICHBlood|2457|1
ICHbatch8_A07	GSM4975788	CD14+ monos/macs from hematoma of ICH patient number 2132 on day 1 of study - replicate 1	ICHbatch8_A07	Monocyte	Hematoma	2132	1	1	Monocyte|Hematoma|2132|1
ICHbatch8_A08	GSM4975793	CD14+ monos/macs from hematoma of ICH patient number 2132 on day 3 of study - replicate 1	ICHbatch8_A08	Monocyte	Hematoma	2132	3	1	Monocyte|Hematoma|2132|3
ICHbatch8_B09	GSM4975861	CD14+ monos/macs from blood of ICH patient number 2331 on day 2 of study - replicate 1	ICHbatch8_B09	Monocyte	ICHBlood	2331	2	1	Monocyte|ICHBlood|2331|2
ICHbatch8_A01	GSM4975787	CD14+ monos/macs from blood of ICH patient number 2132 on day 1 of study - replicate 1	ICHbatch8_A01	Monocyte	ICHBlood	2132	1	1	Monocyte|ICHBlood|2132|1
ICHbatch8_C02	GSM4975863	CD14+ monos/macs from hematoma of ICH patient number 2331 on day 2 of study - replicate 2	ICHbatch8_C02	Monocyte	Hematoma	2331	2	2	Monocyte|Hematoma|2331|2
ICHbatch8_A02	GSM4975790	CD14+ monos/macs from blood of ICH patient number 2132 on day 2 of study - replicate 1	ICHbatch8_A02	Monocyte	ICHBlood	2132	2	1	Monocyte|ICHBlood|2132|2
ICHbatch8_C03	GSM4975866	CD14+ monos/macs from hematoma of ICH patient number 2331 on day 3 of study - replicate 2	ICHbatch8_C03	Monocyte	Hematoma	2331	3	2	Monocyte|Hematoma|2331|3
ICHbatch8_A05	GSM4975795	CD14+ monos/macs from blood of ICH patient number 2132 on day 5 of study - replicate 1	ICHbatch8_A05	Monocyte	ICHBlood	2132	5	1	Monocyte|ICHBlood|2132|5
ICHbatch8_A03	GSM4975791	CD14+ monos/macs from blood of ICH patient number 2132 on day 3 of study - replicate 1	ICHbatch8_A03	Monocyte	ICHBlood	2132	3	1	Monocyte|ICHBlood|2132|3
ICHbatch8_B04	GSM4975841	CD14+ monos/macs from hematoma of ICH patient number 2457 on day 2 of study - replicate 1	ICHbatch8_B04	Monocyte	Hematoma	2457	2	1	Monocyte|Hematoma|2457|2
ICHbatch8_B11	GSM4975867	CD14+ monos/macs from blood of ICH patient number 2331 on day 4 of study - replicate 1	ICHbatch8_B11	Monocyte	ICHBlood	2331	4	1	Monocyte|ICHBlood|2331|4
ICHbatch8_A04	GSM4975794	CD14+ monos/macs from blood of ICH patient number 2132 on day 4 of study - replicate 1	ICHbatch8_A04	Monocyte	ICHBlood	2132	4	1	Monocyte|ICHBlood|2132|4
ICHbatch8_B01	GSM4975845	CD14+ monos/macs from blood of ICH patient number 2457 on day 4 of study - replicate 1	ICHbatch8_B01	Monocyte	ICHBlood	2457	4	1	Monocyte|ICHBlood|2457|4
ICHbatch8_C06	GSM4975865	CD14+ monos/macs from hematoma of ICH patient number 2331 on day 3 of study - replicate 1	ICHbatch8_C06	Monocyte	Hematoma	2331	3	1	Monocyte|Hematoma|2331|3
ICHbatch8_A06	GSM4975792	CD14+ monos/macs from blood of ICH patient number 2132 on day 3 of study - replicate 2	ICHbatch8_A06	Monocyte	ICHBlood	2132	3	2	Monocyte|ICHBlood|2132|3
ICHbatch8_C05	GSM4975862	CD14+ monos/macs from hematoma of ICH patient number 2331 on day 2 of study - replicate 1	ICHbatch8_C05	Monocyte	Hematoma	2331	2	1	Monocyte|Hematoma|2331|2
ICHbatch8_A09	GSM4975789	CD14+ monos/macs from hematoma of ICH patient number 2132 on day 1 of study - replicate 2	ICHbatch8_A09	Monocyte	Hematoma	2132	1	2	Monocyte|Hematoma|2132|1
ICHbatch8_B08	GSM4975859	CD14+ monos/macs from blood of ICH patient number 2331 on day 1 of study - replicate 1	ICHbatch8_B08	Monocyte	ICHBlood	2331	1	1	Monocyte|ICHBlood|2331|1
ICHbatch8_B02	GSM4975846	CD14+ monos/macs from blood of ICH patient number 2457 on day 5 of study - replicate 1	ICHbatch8_B02	Monocyte	ICHBlood	2457	5	1	Monocyte|ICHBlood|2457|5
ICHSeqBatch9_C07	GSM4975902	CD14+ monos/macs from blood of ICH patient number 2131 on day 1 of study - replicate 1	ICHSeqBatch9_C07	Monocyte	ICHBlood	2131	1	1	Monocyte|ICHBlood|2131|1
ICHSeqBatch9_B07	GSM4975887	CD14+ monos/macs from hematoma of ICH patient number 2404 on day 2 of study - replicate 1	ICHSeqBatch9_B07	Monocyte	Hematoma	2404	2	1	Monocyte|Hematoma|2404|2
ICHSeqBatch9_C01	GSM4975873	CD14+ monos/macs from blood of ICH patient number 2444 on day 5 of study - replicate 2	ICHSeqBatch9_C01	Monocyte	ICHBlood	2444	5	2	Monocyte|ICHBlood|2444|5
ICHSeqBatch9_B11	GSM4975872	CD14+ monos/macs from blood of ICH patient number 2444 on day 5 of study - replicate 1	ICHSeqBatch9_B11	Monocyte	ICHBlood	2444	5	1	Monocyte|ICHBlood|2444|5
ICHSeqBatch9_A03	GSM4975830	CD14+ monos/macs from blood of ICH patient number 2449 on day 3 of study - replicate 1	ICHSeqBatch9_A03	Monocyte	ICHBlood	2449	3	1	Monocyte|ICHBlood|2449|3
ICHSeqBatch9_D08	GSM4975819	CD14+ monos/macs from hematoma of ICH patient number 2145 on day 3 of study - replicate 1	ICHSeqBatch9_D08	Monocyte	Hematoma	2145	3	1	Monocyte|Hematoma|2145|3
ICHSeqBatch9_D06	GSM4975818	CD14+ monos/macs from blood of ICH patient number 2145 on day 3 of study - replicate 2	ICHSeqBatch9_D06	Monocyte	ICHBlood	2145	3	2	Monocyte|ICHBlood|2145|3
ICHSeqBatch9_D03	GSM4975908	CD14+ monos/macs from hematoma of ICH patient number 2131 on day 3 of study - replicate 1	ICHSeqBatch9_D03	Monocyte	Hematoma	2131	3	1	Monocyte|Hematoma|2131|3
ICHSeqBatch9_D02	GSM4975904	CD14+ monos/macs from hematoma of ICH patient number 2131 on day 1 of study - replicate 2	ICHSeqBatch9_D02	Monocyte	Hematoma	2131	1	2	Monocyte|Hematoma|2131|1
ICHSeqBatch9_C12	GSM4975906	CD14+ monos/macs from blood of ICH patient number 2131 on day 2 of study - replicate 2	ICHSeqBatch9_C12	Monocyte	ICHBlood	2131	2	2	Monocyte|ICHBlood|2131|2
ICHSeqBatch9_B03	GSM4975890	CD14+ monos/macs from blood of ICH patient number 2404 on day 4 of study - replicate 1	ICHSeqBatch9_B03	Monocyte	ICHBlood	2404	4	1	Monocyte|ICHBlood|2404|4
